"stop,name_tc,name_en"
"003135,""古墓公園, 東京街"",""Tomb Park, Tonkin Street"""
"003136,""李鄭屋邨禮讓樓, 廣利道"",""Lai Yeung House Lei Cheng Uk Estate, Kwong Lee Road"""
"003137,""長沙灣賽馬會診療所, 廣利道"",""Cheung Sha Wan Jockey Club Clinic, Kwong Lee Road"""
"003138,""長青商場, 青衣路"",""Cheung Ching Commercial Complex, Tsing Yi Road"""
"003139,""長青商場, 青衣路"",""Cheung Ching Commercial Complex, Tsing Yi Road"""
"003140,""深水埗公園, 荔枝角道"",""Sham Shui Po Park, Lai Chi Kok Road"""
"003143,""石硤尾邨美笙樓, 窩仔街"",""Mei Sang House Shek Kip Mei Estate, Woh Chai Street"""
"003144,""石硤尾邨美盛樓, 南昌街"",""Mei Shing House Shek Kip Mei Estate, Nam Cheong Street"""
"003146,""香港郵政大樓, 啟福道"",""Hongkong Post Building, Kai Fuk Road"""
"003147,""曲街, 漆咸道北"",""Cooke Street, Chatham Road North"""
"003148,""半島酒店, 彌敦道"",""Peninsula Hotel, Nathan Road"""
"003149,""九龍清真寺, 彌敦道"",""Kowloon Mosque, Nathan Road"""
"003150,""栢麗購物大道, 彌敦道"",""Park Lane Shopper's Boulevard, Nathan Road"""
"003151,""柯士甸道, 彌敦道"",""Austin Road, Nathan Road"""
"003152,""文明里, 彌敦道"",""Man Ming Lane, Nathan Road"""
"003153,""新墟街市, 屯門公路"",""San Hui Market, Tuen Mun Road"""
"003154,美田邨美致樓,Mei Chi House Mei Tin Estate"
"003155,西灣河 (嘉亨灣),Sai Wan Ho (Grand Promenade)"
"003156,""東旭苑東曉閣, 愛勤道"",""Tung Hiu House Tung Yuk Court, Oi Kan Road"""
"003157,""東旭苑東曉閣, 愛勤道"",""Tung Hiu House Tung Yuk Court, Oi Kan Road"""
"003158,""蔚巒閣, 羅便臣道"",""Peaksville, Robinson Road"""
"003159,""將軍澳運動場, 寶康路"",""Tseung Kwan O Sports Ground, Po Hong Road"""
"003160,""蓬萊路, 環保大道"",""Pung Loi Road, Wan Po Road"""
"003161,""清水灣半島, 環保大道"",""Oscar by the Sea, Wan Po Road"""
"003190,""石硤尾邨美映樓, 南昌街"",""Mei Ying House Shek Kip Mei Estate, Nam Cheong Street"""
"003191,""石硤尾商場, 南昌街"",""Shek Kip Mei Shopping Centre, Nam Cheong Street"""
"003192,""紅橋, 屯門公路"",""Hung Kiu, Tuen Mun Road"""
"003193,""紅橋, 屯門公路"",""Hung Kiu, Tuen Mun Road"""
"003194,屯門碼頭,Tuen Mun Ferry Pier"
"003195,""輕鐵龍門站, 龍門路"",""LR Lung Mun Stop, Lung Mun Road"""
"003196,""豐景園, 海珠路"",""Goodview Garden, Hoi Chu Road"""
"003197,""翠寧花園, 海珠路"",""Tsui Ning Garden, Hoi Chu Road"""
"003198,""屯門市中心, 屯門鄉事會路"",""Tuen Mun Town Centre, Tuen Mun Heung Sze Wui Road"""
"003200,""屯門消防局, 杯渡路"",""Tuen Mun Fire Station, Pui To Road"""
"003201,""山景邨景麗樓, 石排頭路"",""King Lai House Shan King Estate, Shek Pai Tau Road"""
"003202,""大興變電站, 石排頭路"",""Tai Hing Substation, Shek Pai Tau Road"""
"003203,""台山商會小學, 石排頭路"",""Toi Shan Association Primary School, Shek Pai Tau Road"""
"003204,""大興體育館, 震寰路"",""Tai Hing Sports Centre, Tsun Wen Road"""
"003205,""建生邨泰生樓, 震寰路"",""Tai Sang House Kin Sang Estate, Tsun Wen Road"""
"003206,""麒麟圍, 青麟路"",""Kei Lun Wai, Tsing Lun Road"""
"003207,""欣田邨, 青麟路"",""Yan Tin Estate, Tsing Lun Road"""
"003208,深圳灣口岸,Shenzhen Bay Port"
"003209,""欣田邨, 青麟路"",""Yan Tin Estate, Tsing Lun Road"""
"003210,""兆康苑兆賢閣, 青麟路"",""Siu Yin House Siu Hong Court, Tsing Lun Road"""
"003211,""屯門醫院, 青麟路"",""Tuen Mun Hospital, Tsing Lun Road"""
"003212,""青松觀, 震寰路"",""Ching Chung Koon, Tsun Wen Road"""
"003213,""大興體育館, 震寰路"",""Tai Hing Sports Centre, Tsun Wen Road"""
"003214,""翠林花園, 石排頭路"",""Greenland Garden, Shek Pai Tau Road"""
"003216,""輕鐵鳴琴站, 鳴琴路"",""LR Ming Kum Stop, Ming Kum Road"""
"003217,""屯門消防局, 杯渡路"",""Tuen Mun Fire Station, Pui To Road"""
"003219,""屯門市中心, 屯門鄉事會路"",""Tuen Mun Town Centre, Tuen Mun Heung Sze Wui Road"""
"003220,""翠寧花園, 海珠路"",""Tsui Ning Garden, Hoi Chu Road"""
"003221,""兆禧苑, 湖翠路"",""Siu Hei Court, Wu Chui Road"""
"003222,""海麗邨, 深旺道"",""Hoi Lai Estate, Sham Mong Road"""
"003224,""兆山苑, 湖山路"",""Siu Shan Court, Wu Shan Road"""
"003225,""邵氏影城, 環保大道"",""Shaw Studios, Wan Po Road"""
"003227,""新興花園, 南運路"",""Sun Hing Garden, Nam Wan Road"""
"003228,""碧海藍天, 興華街西"",""AquaMarine, Hing Wah Street West"""
"003229,""碧海藍天, 興華街西"",""AquaMarine, Hing Wah Street West"""
"003232,""永隆街, 青山道"",""Wing Lung Street, Castle Peak Road"""
"003233,""牛頭角站, 觀塘道"",""Ngau Tau Kok Station, Kwun Tong Road"""
"003234,""富麗花園, 寶康路"",""Finery Park, Po Hong Road"""
"003240,""御天峰, 青山公路"",""Vista Cliff, Castle Peak Road"""
"003241,""啟禮道, 宏光道"",""Kai Lai Road, Wang Kwong Road"""
"003242,""大埔中心第五期, 南運路"",""Tai Po Centre Phase 5, Nam Wan Road"""
"003243,""安慈路, 汀角路"",""On Chee Road, Ting Kok Road"""
"003244,""太和廣場, 寶雅路"",""Tai Wo Plaza, Po Nga Road"""
"003245,""大埔游泳池, 汀太路"",""Tai Po Swimming Pool, Ting Tai Road"""
"003246,汀太路,Ting Tai Road"
"003247,""太和站, 寶雅路"",""Tai Wo Station, Po Nga Road"""
"003248,""大埔政府合署, 汀角路"",""Tai Po Government Offices, Ting Kok Road"""
"003249,""平安里, 汀角路"",""Ping On Lane, Ting Kok Road"""
"003250,""海寶花園, 安慈路"",""Treasure Garden, On Chee Road"""
"003251,""北角官立小學, 英皇道"",""North Point Government Primary School, King's Road"""
"003253,""西消防街, 干諾道西"",""Western Fire Services Street, Connaught Road West"""
"003256,""保良局莊啟程第二小學, 青田路"",""PLK Vicwood K.T. Chong No.2 Primary School, Tsing Tin Road"""
"003257,""新圍苑, 田景路"",""San Wai Court, Tin King Road"""
"003258,""兆邦苑, 田景路"",""Siu Pong Court, Tin King Road"""
"003259,""寶田邨, 鳴琴路"",""Po Tin Estate, Ming Kum Road"""
"003260,""大興警署, 震寰路"",""Tai Hing Police Station, Tsun Wen Road"""
"003261,""富泰邨, 青山公路"",""Fu Tai Estate, Castle Peak Road"""
"003262,""富泰邨, 青山公路"",""Fu Tai Estate, Castle Peak Road"""
"003263,""寶怡花園, 震寰路"",""Blossom Garden, Tsun Wen Road"""
"003264,""盈豐園, 鳴琴路"",""Goodrich Garden, Ming Kum Road"""
"003265,""良景邨, 田景路"",""Leung King Estate, Tin King Road"""
"003266,""田景邨田裕樓, 田景路"",""Tin Yue House Tin King Estate, Tin King Road"""
"003267,""建生邨樂生樓, 青田路"",""Lok Sang House Kin Sang Estate, Tsing Tin Road"""
"003269,""海韻軒, 紅樂道"",""Harbourview Horizon, Hung Lok Road"""
"003270,""荔灣道, 美荔道"",""Lai Wan Road, Mei Lai Road"""
"003272,""南華體育會, 加路連山道"",""South China Athletic Association, Caroline Hill Road"""
"003273,""東華東院, 東院道"",""Tung Wah Eastern Hospital, Eastern Hospital Road"""
"003274,""聖保祿醫院, 銅鑼灣道"",""St. Paul's Hospital, Tung Lo Wan Road"""
"003275,""聖光堂, 東院道"",""Shing Kwong Church, Eastern Hospital Road"""
"003276,""南邊圍, 西貢公路"",""Nam Pin Wai, Hiram's Highway"""
"003277,""楊屋道街市, 楊屋道"",""Yeung Uk Road Market, Yeung Uk Road"""
"003278,""橫窩仔街, 楊屋道"",""Wang Wo Tsai Street, Yeung Uk Road"""
"003279,""富祐大廈, 蒲崗村道"",""Fu Yau Building, Po Kong Village Road"""
"003280,""蒲慈里, 蒲崗村道"",""Po Tsz Lane, Po Kong Village Road"""
"003281,""蒲蘅里, 蒲崗村道"",""Po Hang Lane, Po Kong Village Road"""
"003282,慈雲山 (南),Tsz Wan Shan (South)"
"003283,""慈樂邨樂滿樓, 毓華街"",""Lok Moon House Tsz Lok Estate, Yuk Wah Street"""
"003285,""上秀茂坪, 曉光街"",""Upper Sau Mau Ping, Hiu Kwong Street"""
"003286,""金源洋樓, 柴灣道"",""Gold Mine Building, Chai Wan Road"""
"003287,""興和街, 石排灣道"",""Hing Wo Street, Shek Pai Wan Road"""
"003288,九龍站,Kowloon Station"
"003289,彩福邨,Choi Fook Estate"
"003290,""彩德邨彩賢樓, 彩榮路"",""Choi Yin House Choi Tak Estate, Choi Wing Road"""
"003291,""彩興苑, 彩興路"",""Choi Hing Court, Choi Hing Road"""
"003292,""彩盈邨盈安樓, 彩霞道"",""Ying On House Choi Ying Estate, Choi Ha Road"""
"003293,""彩盈邨盈順樓, 彩霞道"",""Ying Shun House Choi Ying Estate, Choi Ha Road"""
"003294,""火炭村, 火炭路"",""Fo Tan Tsuen, Fo Tan Road"""
"003296,""火炭村, 火炭路"",""Fo Tan Tsuen, Fo Tan Road"""
"003298,""駿昌街, 環保大道"",""Chun Cheong Street, Wan Po Road"""
"003299,柯士甸道西,Austin Road West"
"003300,""金紫荊廣場, 博覽道東"",""Golden Bauhinia Square, Expo Drive East"""
"003301,""星光大道, 梳士巴利道"",""Avenue of Stars, Salisbury Road"""
"003302,""永安廣場, 梳士巴利道"",""Wing On Plaza, Salisbury Road"""
"003303,""欽州街, 長沙灣道"",""Yen Chow Street, Cheung Sha Wan Road"""
"003304,""香港天際萬豪酒店, 航天城東路"",""Hong Kong SkyCity Marriott Hotel, Sky City Road East"""
"003305,""香港東樹木組, 東喜道"",""Hong Kong East Tree Team, Tung Hei Road"""
"003307,""福華街, 欽州街"",""Fuk Wa Street, Yen Chow Street"""
"003310,""南山邨南安樓, 大坑東道"",""Nam On House Nam Shan Estate, Tai Hang Tung Road"""
"003311,""南山邨南泰樓, 大坑東道"",""Nam Tai House Nam Shan Estate, Tai Hang Tung Road"""
"003312,""香島中學, 桃源街"",""Heung To Middle School, To Yuen Street"""
"003313,""香島中學, 桃源街"",""Heung To Middle School, To Yuen Street"""
"003314,""大坑東邨東輝樓, 大坑東道"",""Tung Fai House Tai Hang Tung Estate, Tai Hang Tung Road"""
"003315,""大坑東邨東海樓, 大坑東道"",""Tung Hoi House Tai Hang Tung Estate, Tai Hang Tung Road"""
"003317,""曉峰園, 寮肚路"",""Mount Haven, Liu To Road"""
"003318,""長亨邨停車場, 寮肚路"",""Cheung Hang Estate Car Park, Liu To Road"""
"003319,長宏邨,Cheung Wang Estate"
"003320,""長亨邨商場, 寮肚路"",""Cheung Hang Estate Shopping Centre, Liu To Road"""
"003321,""青衣工業中心, 青衣鄉事會路"",""Tsing Yi Industrial Centre, Tsing Yi Heung Sze Wui Road"""
"003322,大埔頭,Tai Po Tau"
"003323,""大埔墟街市, 運頭街"",""Tai Po Hui Market, Wan Tau Street"""
"003325,""廣福球場, 南運路"",""Kwong Fuk Football Ground, Nam Wan Road"""
"003326,""上鄉道, 土瓜灣道"",""Sheung Heung Road, To Kwa Wan Road"""
"003329,日出康城,LOHAS Park"
"003330,""鴻福街, 土瓜灣道"",""Hung Fook Street, To Kwa Wan Road"""
"003331,""民裕街, 馬頭圍道"",""Man Yue Street, Ma Tau Wai Road"""
"003332,""橫龍街, 楊屋道"",""Wang Lung Street, Yeung Uk Road"""
"003333,""楊屋道街市, 楊屋道"",""Yeung Uk Road Market, Yeung Uk Road"""
"003334,""寧波街, 彌敦道"",""Ning Po Street, Nathan Road"""
"003335,""將軍澳游泳池, 寶順路"",""Tseung Kwan O Swimming Pool, Po Shun Road"""
"003336,""中信大廈, 龍匯道"",""CITIC Tower, Lung Wui Road"""
"003337,""政府總部, 夏慤道"",""Central Government Offices, Harcourt Road"""
"003338,""民新街, 英皇道"",""Mansion Street, King's Road"""
"003339,中環 (香港摩天輪),Central (Hong Kong Observation Wheel)"
"003340,荃灣 (愉景新城),Tsuen Wan (Discovery Park)"
"003341,""祈德尊新邨, 大涌道"",""Clague Garden Estate, Tai Chung Road"""
"003342,""滿樂大廈, 沙咀道"",""Moon Lok Dai Ha, Sha Tsui Road"""
"003344,""烏溪沙村, 西沙路"",""Wu Kai Sha Village, Sai Sha Road"""
"003345,烏溪沙站,Wu Kai Sha Station"
"003346,""利安邨利榮樓, 西沙路"",""Lee Wing House Lee On Estate, Sai Sha Road"""
"003347,""新翠邨新明樓, 車公廟路"",""Sun Ming House Sun Chui Estate, Che Kung Miu Road"""
"003348,""欣安邨, 恆輝街"",""Yan On Estate, Hang Fai Street"""
"003350,""五柳路, 藍地交匯處"",""Ng Lau Road, Lam Tei Interchange"""
"003351,""五柳路, 藍地交匯處"",""Ng Lau Road, Lam Tei Interchange"""
"003352,""山西街, 漆咸道北"",""Shansi Street, Chatham Road North"""
"003353,""農圃道, 馬頭圍道"",""Farm Road, Ma Tau Wai Road"""
"003354,""彩頤居, 彩霞道"",""Cheerful Court, Choi Ha Road"""
"003355,欣翔道,Yan Cheung Road"
"003358,""屯門公路巴士轉乘站, 屯門公路"",""Tuen Mun Road Bus-Bus Interchange, Tuen Mun Road"""
"003359,""屯門公路巴士轉乘站(上層), 屯門公路"",""Tuen Mun Road Bus-Bus Interchange (Upper Level), Tuen Mun Road"""
"003360,""傲璇, 司徒拔道"",""Opus Hong Kong, Stubbs Road"""
"003361,屯門站,Tuen Mun Station"
"003363,""屯門公路巴士轉乘站, 青山公路"",""Tuen Mun Road Bus-Bus Interchange, Castle Peak Road"""
"003364,""屯門公路巴士轉乘站(下層), 青山公路"",""Tuen Mun Road Bus-Bus Interchange (Lower Level), Castle Peak Road"""
"003365,""香港郵政大樓, 啟福道"",""Hongkong Post Building, Kai Fuk Road"""
"003366,""宏通街, 啟福道"",""Wang Tung Street, Kai Fuk Road"""
"003368,""玉蓮臺, 牛頭角道"",""Lotus Tower, Ngau Tau Kok Road"""
"003369,""德朗邨, 承啟道"",""Tak Long Estate, Shing Kai Road"""
"003370,啟晴邨,Kai Ching Estate"
"003371,""恆輝街, 西沙路"",""Hang Fai Street, Sai Sha Road"""
"003372,""花都廣場, 百和路"",""Flora Plaza, Pak Wo Road"""
"003373,""欣盛苑, 百和路"",""Yan Shing Court, Pak Wo Road"""
"003374,""蓬瀛仙館, 百和路"",""Fung Ying Seen Koon, Pak Wo Road"""
"003375,""基新中學, 百和路"",""Kei San Secondary School, Pak Wo Road"""
"003376,""嘉盛苑, 百和路"",""Ka Shing Court, Pak Wo Road"""
"003377,""華慧園, 百和路"",""Glamour Garden, Pak Wo Road"""
"003378,""上水站 - D2 出口, 新運路"",""Sheung Shui Station - Exit D2, San Wan Road"""
"003379,""欣翠花園, 百和路"",""Cheerful Park, Pak Wo Road"""
"003380,""嘉盛苑, 百和路"",""Ka Shing Court, Pak Wo Road"""
"003381,""基新中學, 百和路"",""Kei San Secondary School, Pak Wo Road"""
"003382,""粉嶺站 - B 出口, 百和路"",""Fanling Station - Exit B, Pak Wo Road"""
"003383,""景盛苑, 百和路"",""King Shing Court, Pak Wo Road"""
"003384,""華心邨, 百和路"",""Wah Sum Estate, Pak Wo Road"""
"003385,華明邨,Wah Ming Estate"
"003386,""牽晴間, 一鳴路"",""Dawning Views, Yat Ming Road"""
"003387,""博康邨博泰樓, 水泉坳街"",""Pok Tai House Pok Hong Estate, Shui Chuen Au Street"""
"003388,""崗背街休憩花園, 沙田圍路"",""Kong Pui Street Rest Garden, Sha Tin Wai Road"""
"003389,""聖羅撒書院, 銀城街"",""St. Rose of Lima's College, Ngan Shing Street"""
"003390,""小瀝源, 小瀝源路"",""Siu Lek Yuen, Siu Lek Yuen Road"""
"003391,水泉澳邨,Shui Chuen O Estate"
"003392,""小瀝源消防局, 插桅杆街"",""Siu Lek Yuen Fire Station, Chap Wai Kon Street"""
"003393,""港灣豪庭, 深旺道"",""Metro Harbour View, Sham Mong Road"""
"003394,""維港灣, 海輝道"",""Island Harbourview, Hoi Fai Road"""
"003395,""一號客運大樓(南), 暢達路"",""Terminal 1 (South), Cheong Tat Road"""
"003404,""宏展街, 啟祥道"",""Wang Chin Street, Kai Cheung Road"""
"003406,""播道醫院, 亞皆老街"",""Evangel Hospital, Argyle Street"""
"003407,""堅尼地城站, 科士街"",""Kennedy Town Station, Forbes Street"""
"003408,""聚魚道, 深旺道"",""Chui Yu Road, Sham Mong Road"""
"003409,""港澳碼頭, 干諾道中"",""Macau Ferry, Connaught Road Central"""
"003410,""太和邨, 大埔太和路"",""Tai Wo Estate, Tai Po Tai Wo Road"""
"003411,""廣福邨廣智樓, 南運路"",""Kwong Chi House Kwong Fuk Estate, Nam Wan Road"""
"003412,""廣福球場, 南運路"",""Kwong Fuk Football Ground, Nam Wan Road"""
"003413,""新墟街市, 屯門公路"",""San Hui Market, Tuen Mun Road"""
"003415,會展站,Exhibition Centre Station"
"003416,""福來邨, 大涌道"",""Fuk Loi Estate, Tai Chung Road"""
"003417,馬頭壩道,Ma Tau Pa Road"
"003418,""龍德街, 德士古道"",""Lung Tak Street, Texaco Road"""
"003419,""龍德街, 德士古道"",""Lung Tak Street, Texaco Road"""
"003422,""水泉澳邨月泉樓, 博泉街"",""Yuet Chuen House Shui Chuen O Estate, Pok Chuen Street"""
"003423,""小瀝源, 小瀝源路"",""Siu Lek Yuen, Siu Lek Yuen Road"""
"003424,""沙田工業中心, 插桅杆街"",""Shatin Industrial Centre, Chap Wai Kon Street"""
"003425,""沙田圍新村, 沙田圍路"",""Sha Tin Wai New Village, Sha Tin Wai Road"""
"003426,""博康邨博泰樓, 水泉坳街"",""Pok Tai House Pok Hong Estate, Shui Chuen Au Street"""
"003428,白田 (北),Pak Tin (North)"
"003429,""厚德里, 黃泥涌道"",""Hau Tak Lane, Wong Nai Chung Road"""
"003430,""屯門市廣場, 屯喜路"",""Tuen Mun Town Plaza, Tuen Hi Road"""
"003431,""虎地, 屯門公路"",""Fu Tei, Tuen Mun Road"""
"003432,""輕鐵藍地站, 青山公路"",""LR Lam Tei Stop, Castle Peak Road"""
"003433,""青磚圍, 青山公路"",""Tsing Chuen Wai, Castle Peak Road"""
"003434,""輕鐵泥圍站, 青山公路"",""LR Nai Wai Stop, Castle Peak Road"""
"003435,""亦園村, 青山公路"",""Yick Yuen Tsuen, Castle Peak Road"""
"003436,""輕鐵鍾屋村站, 青山公路"",""LR Chung Uk Tsuen Stop, Castle Peak Road"""
"003437,""輕鐵洪水橋站, 青山公路"",""LR Hung Shui Kiu Stop, Castle Peak Road"""
"003438,""大道村, 青山公路"",""Tai Tao Tsuen, Castle Peak Road"""
"003439,""灰沙圍, 青山公路"",""Fui Sha Wai, Castle Peak Road"""
"003440,""輕鐵塘坊村站, 青山公路"",""LR Tong Fong Tsuen Stop, Castle Peak Road"""
"003441,""屏山, 青山公路"",""Ping Shan, Castle Peak Road"""
"003442,""博康邨, 逸泰街"",""Pok Hong Estate, Yat Tai Street"""
"003443,迎禧路,Ying Hei Road"
"003445,半島酒店,The Peninsula"
"003446,""茅湖仔村, 寶琳路"",""Mau Wu Tsai Village, Po Lam Road"""
"003447,""水泉澳邨城泉樓, 博泉街"",""Shing Chuen House Shui Chuen O Estate, Pok Chuen Street"""
"003448,聯仁街,Luen Yan Street"
"003449,聯仁街,Luen Yan Street"
"003450,柏景灣,Park Avenue"
"003451,黃竹坑站,Wong Chuk Hang Station"
"003452,""昇薈, 迎東路"",""The Visionary, Ying Tung Road"""
"003453,迎東邨,Ying Tung Estate"
"003454,""昇薈, 迎東路"",""The Visionary, Ying Tung Road"""
"003455,""樟木頭帝琴灣, 西沙路"",""Symphony Bay Cheung Muk Tau, Sai Sha Road"""
"003456,泥涌,Nai Chung"
"003457,""樟木頭帝琴灣, 西沙路"",""Symphony Bay Cheung Muk Tau, Sai Sha Road"""
"003458,""創紀之城, 觀塘道"",""Millennium City, Kwun Tong Road"""
"003461,葵盛 (東),Kwai Shing (East)"
"003462,""葵聯邨, 葵聯路"",""Kwai Luen Estate, Kwai Luen Road"""
"003463,""葵盛西邨, 葵聯路"",""Kwai Shing West Estate, Kwai Luen Road"""
"003464,""盧光輝紀念學校, 葵盛圍"",""Lu Kwong Fai Memorial School, Kwai Shing Circuit"""
"003465,""高盛臺, 葵盛圍"",""High Prosperity Terrace, Kwai Shing Circuit"""
"003466,""葵盛邨盛安樓, 葵盛圍"",""Shing On House Kwai Shing Estate, Kwai Shing Circuit"""
"003467,""葵葉街, 葵盛圍"",""Kwai Yip Street, Kwai Shing Circuit"""
"003468,""林護紀念中學, 葵盛圍"",""Lam Woo Memorial Secondary School, Kwai Shing Circuit"""
"003469,東華東院,Tung Wah Eastern Hospital"
"003470,""海濱道公園, 海濱道"",""Hoi Bun Road Park, Hoi Bun Road"""
"003471,""怡明邨, 至善街"",""Yee Ming Estate, Chi Shin Street"""
"003472,""播道書院, 至善街"",""Evangel College, Chi Shin Street"""
"003473,""播道書院, 至善街"",""Evangel College, Chi Shin Street"""
"003474,""藍塘傲, 唐賢街"",""Alto Residences, Tong Yin Street"""
"003475,""天晉 III, 至善街"",""The Wings III, Chi Shin Street"""
"003476,""天晉 II, 唐俊街"",""The Wings II, Tong Chun Street"""
"003477,""寶盈花園, 唐俊街"",""Bauhinia Garden, Tong Chun Street"""
"003478,""電視廣播城, 駿才街"",""TVB City, Chun Choi Street"""
"003479,天瑞邨,Tin Shui Estate"
"003480,""豪景花園商場, 青山公路"",""Hong Kong Garden Commercial Complex, Castle Peak Road"""
"003481,""天晴邨晴碧樓, 天秀路"",""Ching Pik House Tin Ching Estate, Tin Sau Road"""
"003482,""航天城交匯處, 航天城東路"",""Sky City Interchange, Sky City Road East"""
"003484,掃管笏,So Kwun Wat"
"003485,""星堤, 掃管笏路"",""Avignon, So Kwun Wat Road"""
"003486,""管翠路, 掃管笏路"",""Kwun Chui Road, So Kwun Wat Road"""
"003487,""愛琴海岸, 掃管笏路"",""Aegean Coast, So Kwun Wat Road"""
"003488,""愛琴海岸, 掃管笏路"",""Aegean Coast, So Kwun Wat Road"""
"003489,""掃管笏變電站, 掃管笏路"",""So Kwun Wat Sub-station, So Kwun Wat Road"""
"003490,""星堤, 掃管笏路"",""Avignon, So Kwun Wat Road"""
"003491,碩門邨,Shek Mun Estate"
"003492,黃泥頭,Wong Nai Tau"
"003493,""多石, 沙田圍路"",""To Shek, Sha Tin Wai Road"""
"003494,""安達邨仁達樓, 安秀道"",""Yan Tat House On Tat Estate, On Sau Road"""
"003495,""安達邨愛達樓, 安秀道"",""Oi Tat House On Tat Estate, On Sau Road"""
"003496,""安泰邨錦泰樓, 安秀道"",""Kam Tai House On Tai Estate, On Sau Road"""
"003498,""安泰邨, 安秀道"",""On Tai Estate, On Sau Road"""
"003499,""安達邨愛達樓, 安秀道"",""Oi Tat House On Tat Estate, On Sau Road"""
"003500,""安達邨, 安秀道"",""On Tat Estate, On Sau Road"""
"003501,三聖,Sam Shing"
"003502,欣澳站,Sunny Bay Station"
"003504,""啟德 - 天寰, 沐安街"",""Kai Tak - Victoria Skye, Muk On Street"""
"003505,""沐虹街, 承啟道"",""Muk Hung Street, Shing Kai Road"""
"003506,""工業貿易大樓, 協調道"",""Trade and Industry Tower, Concorde Road"""
"003507,""啟德 - 天寰, 沐安街"",""Kai Tak - Victoria Skye, Muk On Street"""
"003508,""廣華醫院, 窩打老道"",""Kwong Wah Hospital, Waterloo Road"""
"003509,""油麻地消防局, 窩打老道"",""Yau Ma Tei Fire Station, Waterloo Road"""
"003510,""上海街, 窩打老道"",""Shanghai Street, Waterloo Road"""
"003511,""奧運站, 深旺道"",""Olympic Station, Sham Mong Road"""
"003512,""君匯港, 深旺道"",""Harbour Green, Sham Mong Road"""
"003513,""廣東道, 窩打老道"",""Canton Road, Waterloo Road"""
"003514,""青年會, 窩打老道"",""YMCA, Waterloo Road"""
"003515,""廣華醫院, 窩打老道"",""Kwong Wah Hospital, Waterloo Road"""
"003516,""勝利道, 窩打老道"",""Victory Avenue, Waterloo Road"""
"003517,""怡安閣, 窩打老道"",""Yee On Court, Waterloo Road"""
"003518,""西九龍法院大樓, 東京街西"",""West Kowloon Law Courts Building, Tonkin Street West"""
"003519,啟德郵輪碼頭,Kai Tak Cruise Terminal"
"003520,""天璽．海, 承豐道"",""Cullinan Harbour, Shing Fung Road"""
"003521,""香港兒童醫院, 承昌道"",""Hong Kong Children's Hospital, Shing Cheong Road"""
"003522,""侯王道, 太子道西"",""Hau Wong Road, Prince Edward Road West"""
"003523,""喇沙書院, 喇沙利道"",""La Salle College, La Salle Road"""
"003525,""牛津道, 蘭開夏道"",""Oxford Road, Lancashire Road"""
"003526,多實街,Dorset Crescent"
"003531,""碧華花園, 界限街"",""Beverly Villas, Boundary Street"""
"003532,""侯王道, 太子道西"",""Hau Wong Road, Prince Edward Road West"""
"003533,""環球貿易廣場, 雅翔道"",""International Commerce Centre, Nga Cheung Road"""
"003534,""香港兒童醫院, 承昌道"",""Hong Kong Children's Hospital, Shing Cheong Road"""
"003535,""Miami Quay, 承豐道"",""Miami Quay, Shing Fung Road"""
"003536,九龍城 (盛德街),Kowloon City (Shing Tak Street)"
"003537,""德朗邨, 承啟道"",""Tak Long Estate, Shing Kai Road"""
"003538,""銀漢街, 土瓜灣道"",""Ngan Hon Street, To Kwa Wan Road"""
"003539,""九龍塘會, 窩打老道"",""Kowloon Tong Club, Waterloo Road"""
"003540,港珠澳大橋香港口岸,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port"
"003541,天水圍站 - 屏欣苑,Tin Shui Wai Station - Ping Yan Court"
"003542,""上源, 掃管笏路"",""LEPONT, So Kwun Wat Road"""
"003543,""NAPA, 掃管笏路"",""NAPA, So Kwun Wat Road"""
"003544,海盈邨,Hoi Ying Estate"
"003545,""新渡輪船廠, 興華街西"",""Sun Ferry Shipyard, Hing Wah Street West"""
"003546,""城巴西九龍車廠, 興華街西"",""Citybus West Kowloon Garage, Hing Wah Street West"""
"003548,""高鐵西九龍站上落客區, 匯民道"",""HSR West Kowloon Station Boarding and Alighting  Area, Wui Man Road"""
"003549,高鐵西九龍站,HSR West Kowloon Station"
"003550,港珠澳大橋旅檢大樓,HZMB Passenger Clearance Building"
"003551,""隆亨邨, 田心街"",""Lung Hang Estate, Tin Sam Street"""
"003552,""下徑口村, 顯徑街"",""Ha Keng Hau Village, Hin Keng Street"""
"003553,""顯田村, 顯徑街"",""Hin Tin Village, Hin Keng Street"""
"003554,""顯田遊樂場, 車公廟路"",""Hin Tin Playground, Che Kung Miu Road"""
"003555,""名城, 車公廟路"",""Festival City, Che Kung Miu Road"""
"003556,""海福花園, 美田路"",""Holford Garden, Mei Tin Road"""
"003557,""美田邨美全樓, 香粉寮街"",""Mei Chuen House Mei Tin Estate, Heung Fan Liu Street"""
"003558,美田邨,Mei Tin Estate"
"003559,""香港文化中心, 梳士巴利道"",""Hong Kong Cultural Centre, Salisbury Road"""
"003560,""瀝源邨, 源禾路"",""Lek Yuen Estate, Yuen Wo Road"""
"003561,""禾輋邨, 源禾路"",""Wo Che Estate, Yuen Wo Road"""
"003562,""禾輋邨, 源禾路"",""Wo Che Estate, Yuen Wo Road"""
"003563,""瀝源邨, 源禾路"",""Lek Yuen Estate, Yuen Wo Road"""
